title,popularity,vote_average,runtime,genres,original_language,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,Unknown,War,Western
Fireworks,0.716,6.167,1,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baeus,0.736,5.833,7,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellator 123,0.965,8.292,122,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Pearl of Africa,1.011,6.5,92,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odnajdę cię,0.777,4.5,80,"Thriller,Crime",pl,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anything You Want,1.262,6.2,101,Drama,es,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 X 8: A Chess-Sonata in 8 Movements,0.812,5.9,80,Fantasy,en,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wizard Mode,0.992,6.8,82,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Goose,1.278,6.2,67,"Fantasy,Family",de,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Elegy to the Visitor from the Revolution,0.6,6.9,80,Drama,tl,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabola,0.6,6.1,9,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Bus 807,1.065,4.2,106,"Drama,Crime",sv,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Ear,1.101,7.2,10,"Animation,Comedy,Family,ScienceFiction",ru,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Last Days in Havana,0.763,6.5,92,Drama,es,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Magic,1.087,6.7,67,"Comedy,Crime,Mystery,Thriller",en,12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Mothman of Point Pleasant,1.074,5.8,67,"Documentary,Horror",en,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Kaos Brief,0.791,5.0,80,"Horror,ScienceFiction",en,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Meow,0.817,5.0,90,Comedy,es,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redemption,0.6,7.4,26,History,en,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sonata for Hitler,0.964,5.1,11,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiraiya the Hero,1.097,5.1,21,"Action,Fantasy",ja,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pablo Francisco: Ouch!,0.777,7.3,69,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Guerra dos Rocha,0.811,5.333,76,Comedy,pt,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voodoo Academy,1.175,3.5,92,"Fantasy,Horror,Thriller",en,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Mother's Day,1.226,6.0,22,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Leaf Viewing,0.987,5.5,6,"Drama,Horror",ja,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hackers Wanted,1.099,6.0,87,"Action,Thriller,Documentary",en,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Long Live the Lady!,1.193,6.1,115,Comedy,it,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Surrounding Game,1.015,7.417,97,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juana Azurduy, Guerrillera de la Patria Grande",0.762,7.9,100,History,es,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Restless Creature: Wendy Whelan,0.761,6.6,93,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intoxication,0.773,5.667,5,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sociologist and the Bear Cub,1.133,6.2,77,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dooman River,0.983,6.25,93,Drama,ko,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
An Egg Scramble,1.267,6.6,7,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motion Picture (Employees Leaving the Lumière Factory),0.6,4.5,3,Unknown,xx,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alien Space Avenger,1.128,4.6,80,"ScienceFiction,Horror,Comedy",en,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Auto de Resistência,0.802,6.8,104,Documentary,pt,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodshock,0.774,5.682,7,"Documentary,Music",en,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Axe: Music of a People,1.276,7.9,105,"Documentary,Music",pt,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Starsuckers,1.057,6.7,103,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poison Friends,1.028,5.5,100,"Drama,Thriller",fr,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Early Bird Dood It!,1.068,6.1,9,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fucking Bornholm,1.181,5.0,95,Drama,pl,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Venus on the Half-Shell,1.068,6.0,5,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Making of Big Eyes,1.147,7.3,21,"Documentary,Drama",en,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Witch's Revenge,0.6,5.0,3,Unknown,fr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Suspect,0.84,6.958,125,"Crime,Drama",ar,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bob Kick, the Mischievous Kid",0.84,4.2,2,Comedy,fr,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chamonix, Le Village",0.701,5.2,1,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scene from the Elevator Ascending Eiffel Tower,0.6,6.2,2,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landes,0.827,6.0,90,Drama,fr,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Door,0.6,6.8,17,Drama,ru,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Regarde-moi,0.933,7.5,51,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Screening,1.278,5.7,81,"Horror,Drama",fr,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Design for Leaving,0.846,6.3,7,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQQ,0.703,7.0,8,Animation,ja,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Barracks,1.262,6.7,110,Drama,es,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Hot Rangers,1.053,6.208,8,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los padrinos,1.134,6.3,90,Comedy,es,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsieur Tête,0.716,5.8,13,Animation,fr,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silent Majority,0.717,5.2,8,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
To Fly!,1.023,6.2,27,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Sweeney - Letting Go of God,1.28,8.3,130,"Comedy,Documentary",en,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crissie Sheridan,1.201,4.8,1,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pyramids (Overview),0.6,5.2,1,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin's Big Date,1.048,6.1,8,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh Dem Watermelons,0.701,5.9,12,Music,en,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bad Girls,0.817,4.1,95,"Comedy,Romance",zh,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Year of the Plague,1.154,5.8,95,"Comedy,Horror,ScienceFiction",es,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
All These Creatures,0.6,6.6,13,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallander 10 - The Castle Ruins,1.049,5.6,88,"Crime,Thriller",sv,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
From the Notebook of...,0.776,6.0,48,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quilombo,1.253,6.5,120,"History,Drama",pt,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dear Son,0.988,6.4,100,Drama,ar,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Humble Servants,0.832,6.1,101,Crime,pl,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Such Is Life in the Tropics,0.706,6.4,100,Thriller,es,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Desperate Crime,0.6,6.5,7,"Thriller,Drama,Crime",fr,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Small things of unquantifiable value,0.757,8.5,10,Drama,it,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devilish Plank,0.6,4.3,2,Unknown,fr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaiser: The Greatest Footballer Never to Play Football,1.266,6.1,98,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Keif,1.05,8.2,120,"Drama,Crime,Comedy",ar,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathing Forbidden,0.643,5.4,1,Unknown,de,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb',1.274,5.5,46,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before I Forget,0.747,6.333,108,"Drama,Romance",fr,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pharmaceutical Hallucinations,1.002,5.2,13,Fantasy,en,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adriana's Pact,1.234,7.1,94,"Documentary,History",es,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Gingko Bed,1.192,5.3,88,"Fantasy,Action,Romance",ko,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Half a Person,0.6,3.3,70,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dream of an Opium Fiend,1.265,5.5,5,Fantasy,fr,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dreams of Toyland,1.009,5.7,7,"Drama,Animation,Fantasy",en,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mischance of a Photographer,0.6,4.5,3,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who's Hungry?,0.778,5.9,5,"Horror,Animation",en,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
El capitán Mantarraya,1.273,5.2,75,Unknown,es,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Night Before Christmas,1.176,5.6,41,"Comedy,Fantasy",ru,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Voyage of M. Bourrichon,0.6,4.2,15,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dave Allen: God's Own Comedian,0.784,4.417,60,"Documentary,Comedy",en,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cruel Embrace,1.107,6.3,99,Drama,fr,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Off the Rails,1.026,6.9,87,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Box,1.099,6.3,12,Animation,xx,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuscripts Don't Burn,0.743,6.7,125,"Crime,Drama",fa,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovesick,1.273,4.083,90,"Romance,Comedy",zh,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spare Time,0.6,6.1,15,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heart Is a Dark Forest,1.276,5.833,86,Drama,de,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Woman of Everyone,1.176,7.2,93,"Fantasy,Comedy,Drama",pt,12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No. 7: Color Study,0.78,5.2,15,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yang Yang,0.776,5.6,112,Drama,zh,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cage,0.998,6.0,11,Fantasy,ja,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sex Jack,1.006,5.2,70,Drama,ja,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Stole Banksy,1.241,7.364,90,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imágenes paganas,0.6,7.2,82,"Documentary,Music",es,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Henri,0.6,6.5,103,Drama,fr,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitch Hug,1.049,5.958,101,Drama,sv,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Playing Hide and Seek,0.952,7.6,87,Documentary,pl,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hill Farm,1.015,6.9,18,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashing,1.072,6.0,82,Drama,ja,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pool,1.078,6.333,98,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Weekend,0.993,6.1,93,"Comedy,Drama",nl,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Very Welcome,1.142,5.8,89,Drama,de,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamfat Asar,0.6,5.6,13,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Canaries,0.719,5.8,4,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roberto Carlos em Ritmo de Aventura,0.645,4.4,97,"Adventure,Music,ScienceFiction",pt,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Clash of the Wolves,1.127,6.1,74,"Western,Adventure,Romance",en,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eaglewalk,1.043,5.6,30,Horror,en,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lupe,1.103,6.417,77,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanksgiving Prayer,0.605,6.4,2,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El rifle implacable,0.94,6.5,80,Unknown,es,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Crime of Bordadores' Street,0.6,6.167,88,"Crime,Drama,Mystery",es,12,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Crazy Mixed Up Pup,0.739,6.8,6,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five,0.84,5.6,89,"Romance,Drama",es,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Mill,0.643,6.3,11,Drama,xx,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Knight of the Snow,0.805,5.8,16,"Adventure,Horror,Fantasy,Drama",fr,12,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Diabolical Church Window,0.84,5.5,7,Fantasy,en,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Who's Driving Doug,1.249,5.2,99,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saved by the Belle,1.088,4.833,18,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Gertie from Harlem U.S.A.,1.243,4.8,60,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope Dance,0.6,5.9,10,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday Night Live: The Best of John Belushi,1.235,6.5,78,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandemic: COVID-19,0.79,6.2,47,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lily of Belgium,0.6,6.2,15,"Fantasy,Drama,Animation,War",ru,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Sleeping Beauty,1.12,4.5,82,"Drama,Fantasy",fr,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Queerama,1.109,5.125,75,"Music,Documentary",en,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Make It Soul,0.785,6.9,15,"Animation,Music",en,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No Rest for the Brave,1.272,5.6,107,"Drama,Comedy,Romance",fr,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Afghan Alphabet,0.769,6.2,46,Documentary,fa,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass for the Dakota Sioux,0.721,5.8,24,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Visions of Suffering,0.722,5.2,120,Horror,en,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sevilla,0.779,7.1,12,Drama,nl,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mój dług,0.816,6.0,100,"Crime,Drama",pl,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Expiration,1.071,5.0,93,"Horror,ScienceFiction",en,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The LEGO® Story,1.253,6.6,17,"Animation,History,Family,Drama",en,12,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Spider's Web: A Pig's Tale,1.088,3.417,48,"Animation,Family",en,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Passenger,0.6,5.8,7,"Animation,Comedy,Horror",en,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maxhumain,0.758,5.1,7,Unknown,fr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Flaying,0.644,5.833,80,"Horror,Fantasy,Thriller",es,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
All In: The Poker Movie,0.773,6.0,100,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Hareblower,0.676,6.3,7,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combat de boxe,0.6,6.4,6,Unknown,fr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Life in Text.,0.799,4.3,11,"Fantasy,Drama,Romance",en,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Tommy Tucker's Tooth,1.032,4.591,10,"Comedy,Documentary,Animation",en,12,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Babá e os Quarenta Ladrões,0.84,5.5,96,"Adventure,Comedy,Family",pt,12,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Un terceto peculiar,0.982,7.0,89,Comedy,es,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hip Hip-Hurry!,0.982,6.5,6,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse-Taken Identity,0.6,6.2,7,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hello, Again",0.832,7.1,12,Drama,en,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Early Worm Gets the Bird,0.646,5.0,8,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better This World,1.09,6.9,89,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anytime Is Ice Cream Time,1.223,2.833,4,"Animation,Comedy",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seagulls Die in the Harbour,0.84,6.9,94,"Drama,Crime",nl,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Autumn Sun,0.934,7.0,110,Romance,es,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dancing in Jaffa,1.137,7.0,100,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Problems,0.743,5.8,16,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Oona,0.6,5.833,10,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Foxy by Proxy,1.28,6.4,7,"Comedy,Animation",en,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attenborough and the Sea Dragon,1.024,6.667,59,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juvenile Court,1.026,7.1,144,Documentary,en,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afternoon,0.784,6.3,97,Drama,de,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BANG BANG CON The Live,1.033,8.3,90,Music,ko,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Million in a Wedding Basket,1.077,6.625,94,Comedy,ru,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ydessa, the Bears and etc.",0.819,5.5,44,Documentary,fr,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Catgirls In Heat,0.706,3.375,95,"Horror,Comedy",en,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Elsewhere - Alone in Africa,0.6,7.9,103,Documentary,de,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tenant. You Can't Burn Us All.,1.086,6.083,118,"Drama,Thriller",pl,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Im Weissen Rössl - Wehe, du singst!",1.044,6.208,97,Comedy,de,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freaknik: The Musical,1.146,6.583,45,"Animation,Comedy,Music",en,12,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Monastery of Sendomir,1.228,6.3,54,Drama,sv,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dos pesos dejada,0.807,6.8,100,Unknown,en,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alice & Viril,1.084,5.4,2,Comedy,en,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Anyburg U.S.A.,0.77,5.8,9,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Film That Rises to the Surface of Clarified Butter,0.721,4.8,9,Animation,en,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disque 957,0.6,6.9,6,Unknown,fr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Reality,1.28,7.4,104,Comedy,es,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream Park,1.067,4.2,85,Horror,en,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
